,Middle Layer Super Output Areas Code,Middle Layer Super Output Areas Label,Marital and civil partnership status (12 categories) Code,Marital and civil partnership status (12 categories) Label,Count
86440,W02000366,Newport 020,4,In a registered civil partnership: Opposite sex,5
86441,W02000366,Newport 020,5,In a registered civil partnership: Same sex,13
86442,W02000366,Newport 020,6,"Separated, but still married",118
86443,W02000366,Newport 020,7,"Separated, but still in a registered civil partnership",0
86444,W02000366,Newport 020,8,Divorced,616
86445,W02000366,Newport 020,9,Formerly in a civil partnership now legally dissolved,0
86446,W02000366,Newport 020,10,Widowed,388
86447,W02000366,Newport 020,11,Surviving partner from civil partnership,0
86448,W02000367,Cardiff 001,-8,Does not apply,965
86449,W02000367,Cardiff 001,1,Never married and never registered a civil partnership,1349
86450,W02000367,Cardiff 001,2,Married: Opposite sex,2967
86451,W02000367,Cardiff 001,3,Married: Same sex,9
86452,W02000367,Cardiff 001,4,In a registered civil partnership: Opposite sex,1
86453,W02000367,Cardiff 001,5,In a registered civil partnership: Same sex,13
86454,W02000367,Cardiff 001,6,"Separated, but still married",59
86455,W02000367,Cardiff 001,7,"Separated, but still in a registered civil partnership",0
86456,W02000367,Cardiff 001,8,Divorced,354
86457,W02000367,Cardiff 001,9,Formerly in a civil partnership now legally dissolved,0
86458,W02000367,Cardiff 001,10,Widowed,375
86459,W02000367,Cardiff 001,11,Surviving partner from civil partnership,1
86460,W02000368,Cardiff 002,-8,Does not apply,984
86461,W02000368,Cardiff 002,1,Never married and never registered a civil partnership,1657
86462,W02000368,Cardiff 002,2,Married: Opposite sex,2326
86463,W02000368,Cardiff 002,3,Married: Same sex,14
86464,W02000368,Cardiff 002,4,In a registered civil partnership: Opposite sex,2
86465,W02000368,Cardiff 002,5,In a registered civil partnership: Same sex,7
86466,W02000368,Cardiff 002,6,"Separated, but still married",64
86467,W02000368,Cardiff 002,7,"Separated, but still in a registered civil partnership",2
86468,W02000368,Cardiff 002,8,Divorced,432
86469,W02000368,Cardiff 002,9,Formerly in a civil partnership now legally dissolved,0
86470,W02000368,Cardiff 002,10,Widowed,212
86471,W02000368,Cardiff 002,11,Surviving partner from civil partnership,0
86472,W02000369,Cardiff 003,-8,Does not apply,2091
86473,W02000369,Cardiff 003,1,Never married and never registered a civil partnership,3118
86474,W02000369,Cardiff 003,2,Married: Opposite sex,3640
86475,W02000369,Cardiff 003,3,Married: Same sex,41
86476,W02000369,Cardiff 003,4,In a registered civil partnership: Opposite sex,4
86477,W02000369,Cardiff 003,5,In a registered civil partnership: Same sex,3
86478,W02000369,Cardiff 003,6,"Separated, but still married",113
86479,W02000369,Cardiff 003,7,"Separated, but still in a registered civil partnership",1
86480,W02000369,Cardiff 003,8,Divorced,591
86481,W02000369,Cardiff 003,9,Formerly in a civil partnership now legally dissolved,1
86482,W02000369,Cardiff 003,10,Widowed,190
86483,W02000369,Cardiff 003,11,Surviving partner from civil partnership,1
86484,W02000370,Cardiff 004,-8,Does not apply,1078
86485,W02000370,Cardiff 004,1,Never married and never registered a civil partnership,1360
86486,W02000370,Cardiff 004,2,Married: Opposite sex,3022
86487,W02000370,Cardiff 004,3,Married: Same sex,23
86488,W02000370,Cardiff 004,4,In a registered civil partnership: Opposite sex,2
86489,W02000370,Cardiff 004,5,In a registered civil partnership: Same sex,8
86490,W02000370,Cardiff 004,6,"Separated, but still married",67
86491,W02000370,Cardiff 004,7,"Separated, but still in a registered civil partnership",1
86492,W02000370,Cardiff 004,8,Divorced,429
86493,W02000370,Cardiff 004,9,Formerly in a civil partnership now legally dissolved,0
86494,W02000370,Cardiff 004,10,Widowed,559
86495,W02000370,Cardiff 004,11,Surviving partner from civil partnership,0
86496,W02000371,Cardiff 005,-8,Does not apply,1790
86497,W02000371,Cardiff 005,1,Never married and never registered a civil partnership,2737
86498,W02000371,Cardiff 005,2,Married: Opposite sex,3028
86499,W02000371,Cardiff 005,3,Married: Same sex,24
86500,W02000371,Cardiff 005,4,In a registered civil partnership: Opposite sex,6
86501,W02000371,Cardiff 005,5,In a registered civil partnership: Same sex,16
86502,W02000371,Cardiff 005,6,"Separated, but still married",169
86503,W02000371,Cardiff 005,7,"Separated, but still in a registered civil partnership",1
86504,W02000371,Cardiff 005,8,Divorced,748
86505,W02000371,Cardiff 005,9,Formerly in a civil partnership now legally dissolved,2
86506,W02000371,Cardiff 005,10,Widowed,580
86507,W02000371,Cardiff 005,11,Surviving partner from civil partnership,1
86508,W02000372,Cardiff 006,-8,Does not apply,1690
86509,W02000372,Cardiff 006,1,Never married and never registered a civil partnership,1902
86510,W02000372,Cardiff 006,2,Married: Opposite sex,3672
86511,W02000372,Cardiff 006,3,Married: Same sex,18
86512,W02000372,Cardiff 006,4,In a registered civil partnership: Opposite sex,10
86513,W02000372,Cardiff 006,5,In a registered civil partnership: Same sex,2
86514,W02000372,Cardiff 006,6,"Separated, but still married",125
86515,W02000372,Cardiff 006,7,"Separated, but still in a registered civil partnership",0
86516,W02000372,Cardiff 006,8,Divorced,514
86517,W02000372,Cardiff 006,9,Formerly in a civil partnership now legally dissolved,3
86518,W02000372,Cardiff 006,10,Widowed,350
86519,W02000372,Cardiff 006,11,Surviving partner from civil partnership,0
86520,W02000373,Cardiff 007,-8,Does not apply,1632
86521,W02000373,Cardiff 007,1,Never married and never registered a civil partnership,2440
86522,W02000373,Cardiff 007,2,Married: Opposite sex,1975
86523,W02000373,Cardiff 007,3,Married: Same sex,13
86524,W02000373,Cardiff 007,4,In a registered civil partnership: Opposite sex,4
86525,W02000373,Cardiff 007,5,In a registered civil partnership: Same sex,7
86526,W02000373,Cardiff 007,6,"Separated, but still married",125
86527,W02000373,Cardiff 007,7,"Separated, but still in a registered civil partnership",1
86528,W02000373,Cardiff 007,8,Divorced,514
86529,W02000373,Cardiff 007,9,Formerly in a civil partnership now legally dissolved,0
86530,W02000373,Cardiff 007,10,Widowed,284
86531,W02000373,Cardiff 007,11,Surviving partner from civil partnership,1
86532,W02000374,Cardiff 008,-8,Does not apply,1197
86533,W02000374,Cardiff 008,1,Never married and never registered a civil partnership,1193
86534,W02000374,Cardiff 008,2,Married: Opposite sex,2773
86535,W02000374,Cardiff 008,3,Married: Same sex,7
86536,W02000374,Cardiff 008,4,In a registered civil partnership: Opposite sex,4
86537,W02000374,Cardiff 008,5,In a registered civil partnership: Same sex,5
86538,W02000374,Cardiff 008,6,"Separated, but still married",51
86539,W02000374,Cardiff 008,7,"Separated, but still in a registered civil partnership",0
86540,W02000374,Cardiff 008,8,Divorced,328
86541,W02000374,Cardiff 008,9,Formerly in a civil partnership now legally dissolved,1
86542,W02000374,Cardiff 008,10,Widowed,332
86543,W02000374,Cardiff 008,11,Surviving partner from civil partnership,1
86544,W02000375,Cardiff 009,-8,Does not apply,1839
86545,W02000375,Cardiff 009,1,Never married and never registered a civil partnership,2470
86546,W02000375,Cardiff 009,2,Married: Opposite sex,2036
86547,W02000375,Cardiff 009,3,Married: Same sex,15
86548,W02000375,Cardiff 009,4,In a registered civil partnership: Opposite sex,4
86549,W02000375,Cardiff 009,5,In a registered civil partnership: Same sex,6
86550,W02000375,Cardiff 009,6,"Separated, but still married",123
86551,W02000375,Cardiff 009,7,"Separated, but still in a registered civil partnership",2
86552,W02000375,Cardiff 009,8,Divorced,521
86553,W02000375,Cardiff 009,9,Formerly in a civil partnership now legally dissolved,0
86554,W02000375,Cardiff 009,10,Widowed,301
86555,W02000375,Cardiff 009,11,Surviving partner from civil partnership,0
86556,W02000376,Cardiff 010,-8,Does not apply,1301
86557,W02000376,Cardiff 010,1,Never married and never registered a civil partnership,1892
86558,W02000376,Cardiff 010,2,Married: Opposite sex,2445
86559,W02000376,Cardiff 010,3,Married: Same sex,21
86560,W02000376,Cardiff 010,4,In a registered civil partnership: Opposite sex,0
86561,W02000376,Cardiff 010,5,In a registered civil partnership: Same sex,1
86562,W02000376,Cardiff 010,6,"Separated, but still married",100
86563,W02000376,Cardiff 010,7,"Separated, but still in a registered civil partnership",0
86564,W02000376,Cardiff 010,8,Divorced,533
86565,W02000376,Cardiff 010,9,Formerly in a civil partnership now legally dissolved,0
86566,W02000376,Cardiff 010,10,Widowed,366
86567,W02000376,Cardiff 010,11,Surviving partner from civil partnership,0
86568,W02000377,Cardiff 011,-8,Does not apply,1733
86569,W02000377,Cardiff 011,1,Never married and never registered a civil partnership,2462
86570,W02000377,Cardiff 011,2,Married: Opposite sex,2493
86571,W02000377,Cardiff 011,3,Married: Same sex,10
86572,W02000377,Cardiff 011,4,In a registered civil partnership: Opposite sex,2
86573,W02000377,Cardiff 011,5,In a registered civil partnership: Same sex,5
86574,W02000377,Cardiff 011,6,"Separated, but still married",153
86575,W02000377,Cardiff 011,7,"Separated, but still in a registered civil partnership",0
86576,W02000377,Cardiff 011,8,Divorced,626
86577,W02000377,Cardiff 011,9,Formerly in a civil partnership now legally dissolved,1
86578,W02000377,Cardiff 011,10,Widowed,296
86579,W02000377,Cardiff 011,11,Surviving partner from civil partnership,0
86580,W02000378,Cardiff 012,-8,Does not apply,1434
86581,W02000378,Cardiff 012,1,Never married and never registered a civil partnership,1782
86582,W02000378,Cardiff 012,2,Married: Opposite sex,3273
86583,W02000378,Cardiff 012,3,Married: Same sex,12
86584,W02000378,Cardiff 012,4,In a registered civil partnership: Opposite sex,6
86585,W02000378,Cardiff 012,5,In a registered civil partnership: Same sex,2
86586,W02000378,Cardiff 012,6,"Separated, but still married",75
86587,W02000378,Cardiff 012,7,"Separated, but still in a registered civil partnership",1
86588,W02000378,Cardiff 012,8,Divorced,487
86589,W02000378,Cardiff 012,9,Formerly in a civil partnership now legally dissolved,0
86590,W02000378,Cardiff 012,10,Widowed,419
86591,W02000378,Cardiff 012,11,Surviving partner from civil partnership,0
86592,W02000379,Cardiff 013,-8,Does not apply,1815
86593,W02000379,Cardiff 013,1,Never married and never registered a civil partnership,2270
86594,W02000379,Cardiff 013,2,Married: Opposite sex,1447
86595,W02000379,Cardiff 013,3,Married: Same sex,10
86596,W02000379,Cardiff 013,4,In a registered civil partnership: Opposite sex,4
86597,W02000379,Cardiff 013,5,In a registered civil partnership: Same sex,7
86598,W02000379,Cardiff 013,6,"Separated, but still married",145
86599,W02000379,Cardiff 013,7,"Separated, but still in a registered civil partnership",0
86600,W02000379,Cardiff 013,8,Divorced,559
86601,W02000379,Cardiff 013,9,Formerly in a civil partnership now legally dissolved,2
86602,W02000379,Cardiff 013,10,Widowed,209
86603,W02000379,Cardiff 013,11,Surviving partner from civil partnership,0
86604,W02000380,Cardiff 014,-8,Does not apply,1387
86605,W02000380,Cardiff 014,1,Never married and never registered a civil partnership,1883
86606,W02000380,Cardiff 014,2,Married: Opposite sex,3640
86607,W02000380,Cardiff 014,3,Married: Same sex,23
86608,W02000380,Cardiff 014,4,In a registered civil partnership: Opposite sex,8
86609,W02000380,Cardiff 014,5,In a registered civil partnership: Same sex,12
86610,W02000380,Cardiff 014,6,"Separated, but still married",78
86611,W02000380,Cardiff 014,7,"Separated, but still in a registered civil partnership",1
86612,W02000380,Cardiff 014,8,Divorced,518
86613,W02000380,Cardiff 014,9,Formerly in a civil partnership now legally dissolved,0
86614,W02000380,Cardiff 014,10,Widowed,352
86615,W02000380,Cardiff 014,11,Surviving partner from civil partnership,0
86616,W02000381,Cardiff 015,-8,Does not apply,1430
86617,W02000381,Cardiff 015,1,Never married and never registered a civil partnership,2118
86618,W02000381,Cardiff 015,2,Married: Opposite sex,1905
86619,W02000381,Cardiff 015,3,Married: Same sex,15
86620,W02000381,Cardiff 015,4,In a registered civil partnership: Opposite sex,4
86621,W02000381,Cardiff 015,5,In a registered civil partnership: Same sex,8
86622,W02000381,Cardiff 015,6,"Separated, but still married",154
86623,W02000381,Cardiff 015,7,"Separated, but still in a registered civil partnership",0
86624,W02000381,Cardiff 015,8,Divorced,507
86625,W02000381,Cardiff 015,9,Formerly in a civil partnership now legally dissolved,0
86626,W02000381,Cardiff 015,10,Widowed,388
86627,W02000381,Cardiff 015,11,Surviving partner from civil partnership,1
86628,W02000382,Cardiff 016,-8,Does not apply,1441
86629,W02000382,Cardiff 016,1,Never married and never registered a civil partnership,2150
86630,W02000382,Cardiff 016,2,Married: Opposite sex,1460
86631,W02000382,Cardiff 016,3,Married: Same sex,7
86632,W02000382,Cardiff 016,4,In a registered civil partnership: Opposite sex,2
86633,W02000382,Cardiff 016,5,In a registered civil partnership: Same sex,6
86634,W02000382,Cardiff 016,6,"Separated, but still married",109
86635,W02000382,Cardiff 016,7,"Separated, but still in a registered civil partnership",0
86636,W02000382,Cardiff 016,8,Divorced,459
86637,W02000382,Cardiff 016,9,Formerly in a civil partnership now legally dissolved,1
86638,W02000382,Cardiff 016,10,Widowed,337
86639,W02000382,Cardiff 016,11,Surviving partner from civil partnership,0
86640,W02000383,Cardiff 017,-8,Does not apply,1786
86641,W02000383,Cardiff 017,1,Never married and never registered a civil partnership,2415
86642,W02000383,Cardiff 017,2,Married: Opposite sex,2148
86643,W02000383,Cardiff 017,3,Married: Same sex,9
86644,W02000383,Cardiff 017,4,In a registered civil partnership: Opposite sex,0
86645,W02000383,Cardiff 017,5,In a registered civil partnership: Same sex,11
86646,W02000383,Cardiff 017,6,"Separated, but still married",172
86647,W02000383,Cardiff 017,7,"Separated, but still in a registered civil partnership",1
86648,W02000383,Cardiff 017,8,Divorced,589
86649,W02000383,Cardiff 017,9,Formerly in a civil partnership now legally dissolved,3
86650,W02000383,Cardiff 017,10,Widowed,363
86651,W02000383,Cardiff 017,11,Surviving partner from civil partnership,0
86652,W02000384,Cardiff 018,-8,Does not apply,1058
86653,W02000384,Cardiff 018,1,Never married and never registered a civil partnership,1359
86654,W02000384,Cardiff 018,2,Married: Opposite sex,2643
86655,W02000384,Cardiff 018,3,Married: Same sex,9
86656,W02000384,Cardiff 018,4,In a registered civil partnership: Opposite sex,4
